Не	не=PRCL	не=PRCL
столь	столь=ADVB
.	.=PNCT

За	за=PREP
окном	окно=NOUN,inan,neut,sing,ablt

поработали	поработал=VERB,perf,intr,plur,past,indc
дворосеки	дворосеки=UNKN
:	:=PNCT

Скупая	скупой=ADJF,Qual,femn,sing,nomn
мужская	мужской=ADJF,femn,sing,nomn
слеза	слеза=NOUN,inan,femn,sing,nomn
,	,=PNCT
пролитая	пролитый=PRTF,perf,tran,past,pssv,femn,sing,nomn
на	на=PREP
спектакле	спектакль=NOUN,inan,masc,sing,loct
МТЮЗа	мтюза=UNKN
«	«=UNKN
Прощай	прощаю=VERB,impf,tran,sing,impr,excl
,	,=PNCT
ты	ты=NPRO,2per,sing,nomn
,	,=PNCT
ты	ты=NPRO,2per,sing,nomn
,	,=PNCT
ты	ты=NPRO,2per,sing,nomn
…	…=UNKN
»	»=UNKN
.	.=PNCT

Узнала	узнал=VERB,perf,tran,femn,sing,past,indc
.	.=PNCT

Увидела	увидел=VERB,perf,tran,femn,sing,past,indc
.	.=PNCT

Будет	есть=VERB,impf,intr,sing,3per,futr,indc
стоять	стоять=INFN,impf,intr
«	«=UNKN
толкиенист	толкиенист=UNKN
»	»=UNKN
,	,=PNCT
«	«=UNKN
стартрековец	стартрековец=UNKN
»	»=UNKN
,	,=PNCT
«	«=UNKN
гиперионовец	гиперионовец=UNKN
»	»=UNKN
.	.=PNCT

;)	;)=PNCT

нам	мы=NPRO,1per,plur,datv
8	8=UNKN
месяцев	месяц=NOUN,inan,masc,plur,gent

Заволосели	заволосели=UNKN
.	.=PNCT

Уф	уф=INTJ
.	.=PNCT

Публикация	публикация=NOUN,inan,femn,sing,nomn

Сильная	сильный=ADJF,Qual,femn,sing,nomn
аллергия	аллергия=NOUN,inan,femn,sing,nomn
.	.=PNCT

Будьте	есть=VERB,impf,intr,plur,impr,excl
осторожны	осторожен=ADJS,Qual,plur
!	!=PNCT

current	current=UNKN
music	music=UNKN

-	-=PNCT
...	...=PNCT
Они	они=NPRO,3per,plur,nomn
не	не=PRCL
могут	могу=VERB,impf,intr,plur,3per,pres,indc
нам	мы=NPRO,1per,plur,datv
отомстить	отомстить=INFN,perf,tran
.	.=PNCT

Они	они=NPRO,3per,plur,nomn
-	-=PNCT
черножопые	черножопые=UNKN
.	.=PNCT

-	-=PNCT
Черножопые	черножопые=UNKN
!	!=PNCT

Черножопые	черножопые=UNKN
!	!=PNCT

Exxon	Exxon=UNKN
Mobile	Mobile=UNKN
интресуется	интресуется=UNKN
BP	BP=UNKN

1	1=UNKN
сентября	сентябрь=NOUN,inan,masc,sing,gent

—	—=UNKN
отмечает	отмечаю=VERB,impf,tran,sing,3per,pres,indc
Игорь	игорь=NOUN,anim,masc,Name,sing,nomn
Колесов	колесов=NOUN,anim,masc,Sgtm,Surn,sing,nomn
.	.=PNCT

—	—=UNKN
рассказывают	рассказываю=VERB,impf,tran,plur,3per,pres,indc
пассажиры	пассажир=NOUN,anim,masc,plur,nomn
.	.=PNCT

—	—=UNKN
прокомментировал	прокомментировал=VERB,perf,tran,masc,sing,past,indc
ситуацию	ситуация=NOUN,inan,femn,sing,accs
экс-префект	экс-префект=UNKN
САО	сао=UNKN
Олег	олег=NOUN,anim,masc,Name,sing,nomn
Митволь	митволь=UNKN
.	.=PNCT

Кто-то	кто-то=NPRO,masc,sing,nomn
хочет	хочу=VERB,impf,tran,sing,3per,pres,indc
,	,=PNCT
чтобы	чтобы=CONJ
он	он=NPRO,masc,3per,sing,nomn
ушёл	ушёл=VERB,perf,intr,masc,sing,past,indc
,	,=PNCT
кто-то	кто-то=NPRO,masc,sing,nomn
не	не=PRCL
хочет	хочу=VERB,impf,tran,sing,3per,pres,indc
...	...=PNCT

–	–=UNKN
говорит	говорю=VERB,impf,tran,sing,3per,pres,indc
Габрелянов	габрелянов=UNKN
.	.=PNCT

Передача	передача=NOUN,inan,femn,sing,nomn
будет	есть=VERB,impf,intr,sing,3per,futr,indc
выходить	выходить=INFN,impf,intr
по	по=PREP
пятницам	пятница=NOUN,inan,femn,plur,datv
в	в=PREP
22	22=UNKN
:	:=PNCT
00	00=UNKN
начиная	начиная=GRND,impf,tran,pres
с	с=PREP
21	21=UNKN
января	январь=NOUN,inan,masc,sing,gent
.	.=PNCT

Apple	Apple=UNKN
закрыла	закрыл=VERB,perf,tran,femn,sing,past,indc
прореху	прореха=NOUN,inan,femn,sing,accs

—	—=UNKN
сообщил	сообщил=VERB,perf,tran,masc,sing,past,indc
представитель	представитель=NOUN,anim,masc,sing,nomn
Роскосмоса	роскосмоса=UNKN
.	.=PNCT

ICFPC	ICFPC=UNKN

Потихоньку	потихоньку=ADVB
изучаю	изучаю=VERB,impf,tran,sing,1per,pres,indc
CLOS	CLOS=UNKN
MOP	MOP=UNKN
.	.=PNCT

Отличная	отличный=ADJF,Qual,femn,sing,nomn
штука	штука=NOUN,inan,femn,sing,nomn
.	.=PNCT

Хм	хм=INTJ
…	…=UNKN

Кто	кто=NPRO,masc,sing,nomn
я	я=NPRO,1per,sing,nomn
без	без=PREP
грима	грим=NOUN,inan,masc,sing,gent
?	?=PNCT

«	«=UNKN
Ты	ты=NPRO,2per,sing,nomn
—	—=UNKN
убийца	убийца=NOUN,anim,femn,Ms-f,sing,nomn
»	»=UNKN
.	.=PNCT

Умер	умер=VERB,perf,intr,masc,sing,past,indc
Морис	морис=NOUN,anim,masc,Name,sing,nomn
Жарр	жарр=UNKN

«	«=UNKN
От	от=PREP
неолита	неолит=NOUN,inan,masc,sing,gent
до	до=PREP
главлита	главлита=UNKN
»	»=UNKN

П	п=UNKN
.	.=PNCT
Бородин	бородин=NOUN,anim,masc,Sgtm,Surn,sing,nomn
.	.=PNCT

С	с=PREP
.	.=PNCT
Бурлак	бурлак=NOUN,anim,masc,sing,nomn
.	.=PNCT

Н	н=UNKN
.	.=PNCT
Карпушина	карпушина=UNKN
.	.=PNCT

К	к=PREP
.	.=PNCT
Кеворкян	кеворкян=UNKN
.	.=PNCT

«	«=UNKN
Опасная	опасный=ADJF,Qual,femn,sing,nomn
книга	книга=NOUN,inan,femn,sing,nomn
.	.=PNCT

Эволюционная	эволюционный=ADJF,femn,sing,nomn
биология	биология=NOUN,inan,femn,sing,nomn
сегодня	сегодня=ADVB
»	»=UNKN

Р	р=UNKN
.	.=PNCT
Нудельман	нудельман=UNKN
.	.=PNCT

В	в=PREP
.	.=PNCT
Сурдин	сурдина=NOUN,inan,femn,plur,gent
(	(=PNCT
сост	сост=UNKN
.	.=PNCT
)	)=PNCT
.	.=PNCT

В	в=PREP
.	.=PNCT
Сурдин	сурдина=NOUN,inan,femn,plur,gent
(	(=PNCT
сост	сост=UNKN
.	.=PNCT
)	)=PNCT
.	.=PNCT

«	«=UNKN
Астрономия	астрономия=NOUN,inan,femn,sing,nomn
.	.=PNCT

С	с=PREP
.	.=PNCT
Шноль	шноль=UNKN
.	.=PNCT

Случилось	случился=VERB,perf,intr,neut,sing,past,indc
…	…=UNKN

Таблоид	таблоид=UNKN
не	не=PRCL
виноват	виноват=ADJS,Qual,masc,sing

Врачи	врач=NOUN,anim,masc,plur,nomn
прогнозируют	прогнозирую=VERB,impf,tran,plur,3per,pres,indc
затяжную	затяжной=ADJF,femn,sing,accs
эпидемию	эпидемия=NOUN,inan,femn,sing,accs
гриппа	грипп=NOUN,inan,masc,sing,gent

Определены	определён=PRTS,perf,past,pssv,plur
самая	самый=ADJF,Apro,femn,sing,nomn
богатая	богатый=ADJF,Qual,femn,sing,nomn
и	и=CONJ
самая	самый=ADJF,Apro,femn,sing,nomn
бедная	бедный=ADJF,Qual,femn,sing,nomn
страна	страна=NOUN,inan,femn,sing,nomn
Европы	европа=NOUN,inan,femn,Sgtm,Geox,sing,gent

Он	он=NPRO,masc,3per,sing,nomn
слишком	слишком=ADVB
много	много=ADVB,Prdx
знал	знаю=VERB,impf,tran,masc,sing,past,indc

Знаю	знаю=VERB,impf,tran,sing,1per,pres,indc
,	,=PNCT
где	где=ADVB,Ques
твоя	твой=ADJF,Apro,femn,sing,nomn
семья	семья=NOUN,inan,femn,sing,nomn
.	.=PNCT

«	«=UNKN
Выбежал	выбежал=VERB,perf,intr,masc,sing,past,indc
на	на=PREP
улицу	улица=NOUN,inan,femn,sing,accs
,	,=PNCT
сказал	сказал=VERB,perf,tran,masc,sing,past,indc
солдатам	солдат=NOUN,anim,masc,plur,datv
:	:=PNCT

«	«=UNKN
Забирайте	забираю=VERB,impf,tran,plur,impr,excl
снайпершу	снайпершу=UNKN
!	!=PNCT
»	»=UNKN

Ребята	ребята=NOUN,anim,GNdr,Pltm,plur,nomn
переглянулись	переглянулся=VERB,perf,intr,plur,past,indc
:	:=PNCT

«	«=UNKN
Снайперша	снайперша=UNKN
?	?=PNCT
»	»=UNKN

—	—=UNKN
говорил	говорю=VERB,impf,tran,masc,sing,past,indc
полковник	полковник=NOUN,anim,masc,sing,nomn
сокамернику	сокамерник=NOUN,anim,masc,sing,datv
.	.=PNCT

Раньше	раньше=COMP
я	я=NPRO,1per,sing,nomn
попросту	попросту=ADVB
стеснялся	стесняюсь=VERB,impf,intr,masc,sing,past,indc
записывать	записывать=INFN,impf,tran
и	и=CONJ
показывать	показывать=INFN,impf,tran
свою	свой=ADJF,Apro,femn,sing,accs
музыку	музыка=NOUN,inan,femn,sing,accs
.	.=PNCT

«	«=UNKN
Электронная	электронный=ADJF,femn,sing,nomn
буква	буква=NOUN,inan,femn,sing,nomn
»	»=UNKN

Энтузиасты	энтузиаст=NOUN,anim,masc,plur,nomn
полюбили	полюбил=VERB,perf,tran,plur,past,indc
Chrome	Chrome=UNKN
OS	OS=UNKN

«	«=UNKN
Братья	брат=NOUN,anim,masc,plur,nomn
Ч	ч=UNKN
.	.=PNCT
»	»=UNKN

—	—=UNKN
сообщила	сообщил=VERB,perf,tran,femn,sing,past,indc
пресс-служба	пресс-служба=NOUN,inan,femn,sing,nomn
Кремля	кремль=NOUN,inan,masc,sing,gent
.	.=PNCT

Также	также=CONJ
рыба	рыба=NOUN,anim,femn,sing,nomn
богата	богат=ADJS,Qual,femn,sing
цинком	цинк=NOUN,inan,masc,sing,ablt
.	.=PNCT

Про	про=PREP
ёбу	ёбу=UNKN

Природа	природа=NOUN,inan,femn,sing,nomn
ёбы	ёбы=UNKN

«	«=UNKN
Бывает	бываю=VERB,impf,intr,sing,3per,pres,indc
,	,=PNCT
гуляют	гуляю=VERB,impf,intr,plur,3per,pres,indc
,	,=PNCT
бывает	бываю=VERB,impf,intr,sing,3per,pres,indc
,	,=PNCT
тянутся	тянусь=VERB,impf,intr,plur,3per,pres,indc
—	—=UNKN
по-разному	по-разному=ADVB
бывает	бываю=VERB,impf,intr,sing,3per,pres,indc
»	»=UNKN
.	.=PNCT

«	«=UNKN
Я	я=NPRO,1per,sing,nomn
футурист	футурист=NOUN,anim,masc,sing,nomn
,	,=PNCT
—	—=UNKN
говорил	говорю=VERB,impf,tran,masc,sing,past,indc
он	он=NPRO,masc,3per,sing,nomn
.	.=PNCT

К	к=PREP
55	55=UNKN
годам	год=NOUN,inan,masc,plur,datv
Борхес	борхес=UNKN
ослепнет	ослеп=VERB,perf,intr,sing,3per,futr,indc
.	.=PNCT

Тигры	тигр=NOUN,anim,masc,plur,nomn
Джорджи	джордж=NOUN,anim,masc,Name,plur,nomn
притягивали	притягиваю=VERB,impf,tran,plur,past,indc
.	.=PNCT

Невесту	невеста=NOUN,anim,femn,sing,accs
звали	зову=VERB,impf,tran,plur,past,indc
Эльса	эльса=UNKN
Астете	астете=UNKN
Мильян	мильян=UNKN
.	.=PNCT

Он	он=NPRO,masc,3per,sing,nomn
решил	решил=VERB,perf,tran,masc,sing,past,indc
уехать	уехать=INFN,perf,intr
умирать	умирать=INFN,impf,intr
в	в=PREP
Женеву	женева=NOUN,inan,femn,Sgtm,Geox,sing,accs
.	.=PNCT

14	14=UNKN
июня	июнь=NOUN,inan,masc,sing,gent
он	он=NPRO,masc,3per,sing,nomn
умер	умер=VERB,perf,intr,masc,sing,past,indc
.	.=PNCT

Google5	Google5=UNKN

IT-гигант	IT-гигант=UNKN
всерьёз	всерьёз=ADVB
берётся	берусь=VERB,impf,intr,sing,3per,pres,indc
за	за=PREP
интернет-телефонию	интернет-телефонию=UNKN

Казалось	кажусь=VERB,impf,intr,neut,sing,past,indc
бы	бы=PRCL
,	,=PNCT
одна	один=ADJF,Apro,femn,sing,nomn
компания	компания=NOUN,inan,femn,sing,nomn
купила	купил=VERB,perf,tran,femn,sing,past,indc
другую	другой=ADJF,Apro,femn,sing,accs
.	.=PNCT

Зачем	зачем=ADVB,Ques,Prdx
Google	Google=UNKN
понадобилась	понадобился=VERB,perf,intr,femn,sing,past,indc
компания	компания=NOUN,inan,femn,sing,nomn
,	,=PNCT
производящая	производящий=PRTF,impf,tran,pres,actv,femn,sing,nomn
видеокодеки	видеокодеки=UNKN
?	?=PNCT

Церемониться	церемониться=INFN,impf,intr
с	с=PREP
нечистоплотными	нечистоплотный=ADJF,plur,ablt
людьми	человек=NOUN,anim,masc,plur,ablt
я	я=NPRO,1per,sing,nomn
не	не=PRCL
собираюсь	собираюсь=VERB,impf,intr,sing,1per,pres,indc
.	.=PNCT

—	—=UNKN
сказали	сказал=VERB,perf,tran,plur,past,indc
биатлонисты	биатлонист=NOUN,anim,masc,plur,nomn
.	.=PNCT

—	—=UNKN
говорил	говорю=VERB,impf,tran,masc,sing,past,indc
он	он=NPRO,masc,3per,sing,nomn
,	,=PNCT

—	—=UNKN
отставка	отставка=NOUN,inan,femn,sing,nomn
неизбежна	неизбежен=ADJS,Qual,femn,sing
.	.=PNCT

—	—=UNKN
прошипел	прошипел=VERB,perf,tran,masc,sing,past,indc
учитель	учитель=NOUN,anim,masc,sing,nomn
.	.=PNCT

—	—=UNKN
спросил	спросил=VERB,perf,tran,masc,sing,past,indc
директор	директор=NOUN,anim,masc,sing,nomn
.	.=PNCT

—	—=UNKN
прошипел	прошипел=VERB,perf,tran,masc,sing,past,indc
учитель	учитель=NOUN,anim,masc,sing,nomn
.	.=PNCT

—	—=UNKN
сказал	сказал=VERB,perf,tran,masc,sing,past,indc
он	он=NPRO,masc,3per,sing,nomn
.	.=PNCT

—	—=UNKN
сказал	сказал=VERB,perf,tran,masc,sing,past,indc
директор	директор=NOUN,anim,masc,sing,nomn
.	.=PNCT

—	—=UNKN
Ползухина	ползухина=UNKN
.	.=PNCT

—	—=UNKN
повторил	повторил=VERB,perf,tran,masc,sing,past,indc
он	он=NPRO,masc,3per,sing,nomn
.	.=PNCT

Теперь	теперь=ADVB
вам	вы=NPRO,2per,plur,datv
предстоит	предстою=VERB,impf,intr,sing,3per,pres,indc
проверить	проверить=INFN,perf,tran
это	это=NPRO,neut,sing,accs
на	на=PREP
деле	дело=NOUN,inan,neut,sing,loct
.	.=PNCT

Юноша	юноша=NOUN,anim,masc,sing,nomn
очень	очень=ADVB
симпатичен	симпатичен=ADJS,Qual,masc,sing
.	.=PNCT

—	—=UNKN
проговорил	проговорил=VERB,perf,tran,masc,sing,past,indc
директор	директор=NOUN,anim,masc,sing,nomn
.	.=PNCT

—	—=UNKN
Гм	гм=INTJ
!	!=PNCT
..	..=PNCT

—	—=UNKN
перебил	перебил=VERB,perf,tran,masc,sing,past,indc
Ползухин	ползухин=UNKN
.	.=PNCT

—	—=UNKN
Нечего	нечего=NPRO,sing,gent
делать	делать=INFN,impf,tran
,	,=PNCT
преклоняюсь	преклоняюсь=VERB,impf,intr,sing,1per,pres,indc
…	…=UNKN
слушаю	слушаю=VERB,impf,tran,sing,1per,pres,indc
-	-=PNCT
с	с=PREP
…	…=UNKN

Нечего	нечего=NPRO,sing,gent
делать	делать=INFN,impf,tran
…	…=UNKN

Гадина	гадина=NOUN,anim,femn,sing,nomn
!	!=PNCT

—	—=UNKN
Я	я=NPRO,1per,sing,nomn
на	на=PREP
минутку	минутка=NOUN,inan,femn,sing,accs
,	,=PNCT
на	на=PREP
минутку	минутка=NOUN,inan,femn,sing,accs
…	…=UNKN

—	—=UNKN
начала	начал=VERB,perf,tran,femn,sing,past,indc
барыня	барыня=NOUN,anim,femn,sing,nomn
.	.=PNCT

«	«=UNKN
Не	не=PRCL
забыть	забыть=INFN,perf,tran
бы	бы=PRCL
послать	послать=INFN,perf,tran
завтра	завтра=ADVB
за	за=PREP
коленкором	коленкор=NOUN,inan,masc,sing,ablt
!	!=PNCT
»	»=UNKN

Запрашивай	запрашиваю=VERB,impf,tran,sing,impr,excl
сразу	сразу=ADVB
200	200=UNKN
000	000=UNKN
.	.=PNCT

Ошеломив	ошеломив=GRND,perf,tran,past
цифрой	цифра=NOUN,inan,femn,sing,ablt
,	,=PNCT
начинай	начинаю=VERB,impf,tran,sing,impr,excl
торговаться	торговаться=INFN,impf,intr
,	,=PNCT
ломаться	ломаться=INFN,impf,intr
,	,=PNCT
канителить	канителить=INFN,impf,tran
.	.=PNCT

Американская	американский=ADJF,femn,sing,nomn
валюта	валюта=NOUN,inan,femn,sing,nomn
сегодня	сегодня=ADVB
подешевела	подешевел=VERB,perf,intr,femn,sing,past,indc
сразу	сразу=ADVB
на	на=PREP
17	17=UNKN
копеек	копейка=NOUN,inan,femn,plur,gent
.	.=PNCT

Екатерина	екатерина=NOUN,anim,femn,Name,sing,nomn
Юрлова	юрлово=NOUN,inan,neut,Sgtm,Geox,sing,gent
—	—=UNKN
31-я	31-я=UNKN
с	с=PREP
четырьмя	четыре=NUMR,ablt
промахами	промах=NOUN,inan,masc,plur,ablt
,	,=PNCT
Наталья	наталья=NOUN,anim,femn,Name,sing,nomn
Гусева	гусева=NOUN,anim,femn,Sgtm,Surn,sing,nomn
—	—=UNKN
37-я	37-я=UNKN
с	с=PREP
четырьмя	четыре=NUMR,ablt
промахами	промах=NOUN,inan,masc,plur,ablt
,	,=PNCT
Анна	анна=NOUN,anim,femn,Name,sing,nomn
Богалий	богалий=UNKN
-	-=PNCT
Титовец	титовец=UNKN
—	—=UNKN
66-я	66-я=UNKN
с	с=PREP
семью	семь=NUMR,ablt
промахами	промах=NOUN,inan,masc,plur,ablt
.	.=PNCT

Дэвид	дэвид=NOUN,anim,masc,Name,sing,nomn
Линч	линч=UNKN
.	.=PNCT

—	—=UNKN
Школа	школа=NOUN,inan,femn,sing,nomn
очень	очень=ADVB
важна	важен=ADJS,Qual,femn,sing
.	.=PNCT

Нужна	нужен=ADJS,Qual,femn,sing
интуиция	интуиция=NOUN,inan,femn,sing,nomn
.	.=PNCT

—	—=UNKN
Не	не=PRCL
понравилось	понравился=VERB,perf,intr,neut,sing,past,indc
.	.=PNCT

Они	они=NPRO,3per,plur,nomn
хотят	хочу=VERB,impf,tran,plur,3per,pres,indc
глубже	глубже=COMP,Qual
ощутить	ощутить=INFN,perf,tran
,	,=PNCT
посмотреть	посмотреть=INFN,perf,tran
своими	свой=ADJF,Apro,plur,ablt
глазами	глаз=NOUN,inan,masc,plur,ablt
.	.=PNCT

Нужна	нужен=ADJS,Qual,femn,sing
специальная	специальный=ADJF,femn,sing,nomn
аппаратура	аппаратура=NOUN,inan,femn,sing,nomn
,	,=PNCT
лаборатория	лаборатория=NOUN,inan,femn,sing,nomn
.	.=PNCT

—	—=UNKN
Сейчас	сейчас=ADVB
я	я=NPRO,1per,sing,nomn
не	не=PRCL
работаю	работаю=VERB,impf,intr,sing,1per,pres,indc
над	над=PREP
фильмом	фильм=NOUN,inan,masc,sing,ablt
.	.=PNCT

—	—=UNKN
Целевая	целевой=ADJF,femn,sing,nomn
аудитория	аудитория=NOUN,inan,femn,sing,nomn
—	—=UNKN
люди	человек=NOUN,anim,masc,plur,nomn
.	.=PNCT

—	—=UNKN
Любитель	любитель=NOUN,anim,masc,sing,nomn
идей	идея=NOUN,inan,femn,plur,gent
.	.=PNCT

Медитация	медитация=NOUN,inan,femn,sing,nomn

Затем	затем=ADVB,Dmns
люди	человек=NOUN,anim,masc,plur,nomn
перестают	перестаю=VERB,impf,intr,plur,3per,pres,indc
смотреть	смотреть=INFN,impf,tran
.	.=PNCT

—	—=UNKN
Достоевский	достоевский=NOUN,anim,masc,Sgtm,Surn,sing,nomn
.	.=PNCT

Chrome	Chrome=UNKN
OS	OS=UNKN
не	не=PRCL
понадобится	понадобился=VERB,perf,intr,sing,3per,futr,indc
обновлять	обновлять=INFN,impf,tran
